PX409-USBH - 511533,
Units:,Pa A
Custom Scalar:,none
Custom Offset:,none
Start:,2023-03-10 06:23:31.637
End:,2023-03-10 06:32:42.435
Count:,5546
Low:,69.3621313944111
High:,98024.7384284209

Time,Value
2023-03-10 06:23:31.637 下午,76.4083895101385
2023-03-10 06:23:31.736 下午,76.1799583346912
2023-03-10 06:23:31.836 下午,75.6528036458374
2023-03-10 06:23:31.935 下午,75.6352305613477
2023-03-10 06:23:32.034 下午,75.6528036458374
2023-03-10 06:23:32.134 下午,75.0553692343043
2023-03-10 06:23:32.233 下午,75.4067993859003
2023-03-10 06:23:32.332 下午,75.7582358451361
2023-03-10 06:23:32.432 下午,75.7933820141156
2023-03-10 06:23:32.531 下午,75.7055228993067
2023-03-10 06:23:32.630 下午,75.2135143794325
2023-03-10 06:23:32.730 下午,75.1080821801338
2023-03-10 06:23:32.829 下午,75.0729360111543
2023-03-10 06:23:32.928 下午,75.2135143794325
2023-03-10 06:23:33.028 下午,75.7582358451361
2023-03-10 06:23:33.127 下午,75.7758089296259
2023-03-10 06:23:33.226 下午,75.9515271592438
2023-03-10 06:23:33.326 下午,76.3556765643091
2023-03-10 06:23:33.425 下午,76.461102455968
2023-03-10 06:23:33.524 下午,76.1975314191809
2023-03-10 06:23:33.624 下午,76.021813189563
2023-03-10 06:23:33.723 下午,75.8285218754553
2023-03-10 06:23:33.822 下午,75.7758089296259
2023-03-10 06:23:33.922 下午,76.0920992198822
2023-03-10 06:23:34.021 下午,75.4419455548798
2023-03-10 06:23:34.120 下午,75.4770854162195
2023-03-10 06:23:34.220 下午,75.4067993859003
2023-03-10 06:23:34.319 下午,74.9850768963453
2023-03-10 06:23:34.418 下午,75.3013734942414
2023-03-10 06:23:34.518 下午,75.4946585007093
2023-03-10 06:23:34.617 下午,75.4419455548798
2023-03-10 06:23:34.716 下午,76.039379966413
2023-03-10 06:23:34.816 下午,76.4259625946283
2023-03-10 06:23:34.915 下午,76.1623852502014
2023-03-10 06:23:35.014 下午,76.4083895101385
2023-03-10 06:23:35.114 下午,76.0920992198822
2023-03-10 06:23:35.213 下午,75.8460949599451
2023-03-10 06:23:35.312 下午,76.0745261353924
2023-03-10 06:23:35.412 下午,76.109672304372
2023-03-10 06:23:35.511 下午,75.7230896761566
2023-03-10 06:23:35.610 下午,75.4946585007093
2023-03-10 06:23:35.710 下午,75.8812348212848
2023-03-10 06:23:35.809 下午,75.6176637844977
2023-03-10 06:23:35.908 下午,76.2326712805206
2023-03-10 06:23:36.008 下午,76.5489615707769
2023-03-10 06:23:36.107 下午,76.373243341159
2023-03-10 06:23:36.206 下午,76.2678174495001
2023-03-10 06:23:36.306 下午,75.9866670205835
2023-03-10 06:23:36.405 下午,76.3205303953296
2023-03-10 06:23:36.504 下午,76.2150981960309
2023-03-10 06:23:36.604 下午,76.2326712805206
2023-03-10 06:23:36.703 下午,76.1272390812219
2023-03-10 06:23:36.802 下午,75.5298046696888
2023-03-10 06:23:36.902 下午,75.5649445310285
2023-03-10 06:23:37.001 下午,75.5825176155182
2023-03-10 06:23:37.100 下午,76.1623852502014
2023-03-10 06:23:37.200 下午,76.7773927462243
2023-03-10 06:23:37.299 下午,76.9003980300127
2023-03-10 06:23:37.398 下午,76.7773927462243
2023-03-10 06:23:37.498 下午,76.4435293714782
2023-03-10 06:23:37.597 下午,76.4083895101385
2023-03-10 06:23:37.696 下午,76.1799583346912
2023-03-10 06:23:37.796 下午,76.1623852502014
2023-03-10 06:23:37.895 下午,75.8812348212848
2023-03-10 06:23:37.994 下午,75.2486542407722
2023-03-10 06:23:38.094 下午,75.0729360111543
2023-03-10 06:23:38.193 下午,75.7230896761566
2023-03-10 06:23:38.292 下午,75.9690939360937
2023-03-10 06:23:38.392 下午,76.1448121657117
2023-03-10 06:23:38.491 下午,75.7582358451361
2023-03-10 06:23:38.590 下午,75.8636680444348
2023-03-10 06:23:38.690 下午,76.0569530509027
2023-03-10 06:23:38.789 下午,76.5489615707769
2023-03-10 06:23:38.888 下午,76.9355378913524
2023-03-10 06:23:38.988 下午,76.5489615707769
2023-03-10 06:23:39.087 下午,76.6719668545654
2023-03-10 06:23:39.186 下午,76.3556765643091
2023-03-10 06:23:39.286 下午,76.6543937700756
2023-03-10 06:23:39.385 下午,76.3556765643091
2023-03-10 06:23:39.484 下午,75.933954074754
2023-03-10 06:23:39.584 下午,75.6176637844977
2023-03-10 06:23:39.683 下午,75.0729360111543
2023-03-10 06:23:39.782 下午,74.8445048357069
2023-03-10 06:23:39.882 下午,75.1607951259632
2023-03-10 06:23:39.981 下午,75.0729360111543
2023-03-10 06:23:40.080 下午,75.8109487909656
2023-03-10 06:23:40.180 下午,76.2678174495001
2023-03-10 06:23:40.279 下午,76.0569530509027
2023-03-10 06:23:40.378 下午,76.2502443650104
2023-03-10 06:23:40.478 下午,75.5298046696888
2023-03-10 06:23:40.577 下午,75.0729360111543
2023-03-10 06:23:40.676 下午,75.178368210453
2023-03-10 06:23:40.776 下午,75.1256552646235
2023-03-10 06:23:40.875 下午,76.0569530509027
2023-03-10 06:23:40.974 下午,76.7598259693743
2023-03-10 06:23:41.074 下午,76.9355378913524
2023-03-10 06:23:41.173 下午,77.2518344892485
2023-03-10 06:23:41.272 下午,76.4083895101385
2023-03-10 06:23:41.372 下午,75.8285218754553
2023-03-10 06:23:41.471 下午,75.090509095644
2023-03-10 06:23:41.570 下午,74.9850768963453
2023-03-10 06:23:41.670 下午,75.7230896761566
2023-03-10 06:23:41.769 下午,75.7582358451361
2023-03-10 06:23:41.868 下午,76.109672304372
2023-03-10 06:23:41.968 下午,75.9866670205835
2023-03-10 06:23:42.067 下午,75.3892263014106
2023-03-10 06:23:42.166 下午,75.600090700008
2023-03-10 06:23:42.266 下午,75.5298046696888
2023-03-10 06:23:42.365 下午,75.2662273252619
2023-03-10 06:23:42.464 下午,75.3189402710914
2023-03-10 06:23:42.564 下午,74.7742188053877
2023-03-10 06:23:42.663 下午,74.5282145454506
2023-03-10 06:23:42.762 下午,74.5282145454506
2023-03-10 06:23:42.862 下午,74.7215058595582
2023-03-10 06:23:42.961 下午,75.3540864400709
2023-03-10 06:23:43.060 下午,75.2838004097517
2023-03-10 06:23:43.160 下午,75.5298046696888
2023-03-10 06:23:43.259 下午,75.4946585007093
2023-03-10 06:23:43.358 下午,75.3189402710914
2023-03-10 06:23:43.458 下午,75.933954074754
2023-03-10 06:23:43.557 下午,75.9163809902643
2023-03-10 06:23:43.656 下午,75.6879498148169
2023-03-10 06:23:43.756 下午,76.0920992198822
2023-03-10 06:23:43.855 下午,76.1448121657117
2023-03-10 06:23:43.954 下午,76.1799583346912
2023-03-10 06:23:44.054 下午,76.1272390812219
2023-03-10 06:23:44.153 下午,75.7055228993067
2023-03-10 06:23:44.252 下午,75.9515271592438
2023-03-10 06:23:44.352 下午,75.9515271592438
2023-03-10 06:23:44.451 下午,76.2326712805206
2023-03-10 06:23:44.550 下午,76.882824945523
2023-03-10 06:23:44.649 下午,76.4259625946283
2023-03-10 06:23:44.749 下午,76.3029573108398
2023-03-10 06:23:44.848 下午,76.4083895101385
2023-03-10 06:23:44.947 下午,75.7406627606464
2023-03-10 06:23:45.047 下午,76.3205303953296
2023-03-10 06:23:45.146 下午,76.4435293714782
2023-03-10 06:23:45.245 下午,76.1623852502014
2023-03-10 06:23:45.345 下午,75.6703767303272
2023-03-10 06:23:45.444 下午,74.5106414609608
2023-03-10 06:23:45.543 下午,74.7039327750685
2023-03-10 06:23:45.643 下午,74.7742188053877
2023-03-10 06:23:45.742 下午,75.4946585007093
2023-03-10 06:23:45.841 下午,75.8460949599451
2023-03-10 06:23:45.941 下午,75.2662273252619
2023-03-10 06:23:46.040 下午,74.9675101194954
2023-03-10 06:23:46.139 下午,74.756645720898
2023-03-10 06:23:46.239 下午,75.1959412949427
2023-03-10 06:23:46.338 下午,75.7933820141156
2023-03-10 06:23:46.437 下午,75.9515271592438
2023-03-10 06:23:46.537 下午,75.9515271592438
2023-03-10 06:23:46.636 下午,75.8988079057745
2023-03-10 06:23:46.735 下午,75.7582358451361
2023-03-10 06:23:46.835 下午,75.6528036458374
2023-03-10 06:23:46.934 下午,75.5473777541785
2023-03-10 06:23:47.033 下午,75.6352305613477
